lg_nw,r_nw,t_ox,N_sd,eps_ox
16,3,1,2.0e+20,7.5
vgs,vds,ids
0.0,0.0,8.82643585645295e-10
0.0,0.05,9.723232727100878e-10
0.0,0.1,1.0414566435517011e-09
0.0,0.15,1.081072914091855e-09
0.0,0.2,1.1049270814722626e-09
0.0,0.25,1.12292903865653e-09
0.0,0.3,1.1396459715660735e-09
0.0,0.35,1.1569345916829257e-09
0.0,0.4,1.1755433966052674e-09
0.0,0.45,1.19580422883891e-09
0.0,0.5,1.217902951151656e-09
0.0,0.55,1.2419823587693528e-09
0.0,0.6,1.2681813886626812e-09
0.0,0.65,1.2966506194995002e-09
0.0,0.7,1.32755910939914e-09
0.05,0.0,4.980420620619717e-09
0.05,0.05,5.799713697265134e-09
0.05,0.1,6.411307244649321e-09
0.05,0.15,6.7481284715292125e-09
0.05,0.2,6.934212858990444e-09
0.05,0.25,7.06056621009625e-09
0.05,0.3,7.1693796136842265e-09
0.05,0.35,7.277625156630555e-09
0.05,0.4,7.3918576598827125e-09
0.05,0.45,7.514666946302457e-09
0.05,0.5,7.64721190020408e-09
0.05,0.55,7.790182228813133e-09
0.05,0.6,7.94416045086045e-09
0.05,0.65,8.109759390718837e-09
0.05,0.7,8.287676650020853e-09
0.1,0.0,2.757522477219215e-08
0.1,0.05,3.440353979669999e-08
0.1,0.1,3.939522100109082e-08
0.1,0.15,4.207548432688383e-08
0.1,0.2,4.3457344968764466e-08
0.1,0.25,4.4300251574921803e-08
0.1,0.3,4.495933732191985e-08
0.1,0.35,4.557717302439322e-08
0.1,0.4,4.62077625592852e-08
0.1,0.45,4.687110517196458e-08
0.1,0.5,4.7574700424972865e-08
0.1,0.55,4.832171103502613e-08
0.1,0.6,4.911401923519329e-08
0.1,0.65,4.995336538072406e-08
0.1,0.7,5.084177273276916e-08
0.15,0.0,1.3178580508657568e-07
0.15,0.05,1.7687246903001814e-07
0.15,0.1,2.0952971963126066e-07
0.15,0.15,2.2646593309637383e-07
0.15,0.2,2.3438008819556213e-07
0.15,0.25,2.384421965634455e-07
0.15,0.3,2.4109185664561286e-07
0.15,0.35,2.4330980954091717e-07
0.15,0.4,2.4546515904350076e-07
0.15,0.45,2.476910172037099e-07
0.15,0.5,2.5003289435087306e-07
0.15,0.55,2.525050146436487e-07
0.15,0.6,2.551113441657619e-07
0.15,0.65,2.5785335821440045e-07
0.15,0.7,2.6073286616007546e-07
0.2,0.0,4.276391436847673e-07
0.2,0.05,6.219717786074943e-07
0.2,0.1,7.684900044481275e-07
0.2,0.15,8.430788344832424e-07
0.2,0.2,8.744427473697872e-07
0.2,0.25,8.869350596054397e-07
0.2,0.3,8.923068954199271e-07
0.2,0.35,8.953149117747443e-07
0.2,0.4,8.977523744202338e-07
0.2,0.45,9.00264298175619e-07
0.2,0.5,9.030671770892303e-07
0.2,0.55,9.062221288265919e-07
0.2,0.6,9.09736738916772e-07
0.2,0.65,9.136025965099032e-07
0.2,0.7,9.178088965859257e-07
0.25,0.0,9.083953437272572e-07
0.25,0.05,1.4274115349894099e-06
0.25,0.1,1.8489687464690393e-06
0.25,0.15,2.0666674956314453e-06
0.25,0.2,2.153648390668031e-06
0.25,0.25,2.182251946317408e-06
0.25,0.3,2.1885417052933642e-06
0.25,0.35,2.1872686227309192e-06
0.25,0.4,2.1840182630778165e-06
0.25,0.45,2.1808068456223783e-06
0.25,0.5,2.178313883859791e-06
0.25,0.55,2.1767305566267092e-06
0.25,0.6,2.1760760067732583e-06
0.25,0.65,2.176313967462755e-06
0.25,0.7,2.1773951525228174e-06
0.3,0.0,1.4400395373167214e-06
0.3,0.05,2.4271584957260094e-06
0.3,0.1,3.2922561899310417e-06
0.3,0.15,3.752798006295389e-06
0.3,0.2,3.936582472686582e-06
0.3,0.25,3.993992850689478e-06
0.3,0.3,4.002502620208751e-06
0.3,0.35,3.994162266385862e-06
0.3,0.4,3.981181590689435e-06
0.3,0.45,3.9679975739102635e-06
0.3,0.5,3.956125093922029e-06
0.3,0.55,3.946005407268676e-06
0.3,0.6,3.937696453607889e-06
0.3,0.65,3.931127933658222e-06
0.3,0.7,3.926194451345814e-06
0.35,0.0,1.9309571290404687e-06
0.35,0.05,3.468288542945014e-06
0.35,0.1,4.910314451770885e-06
0.35,0.15,5.704248118626461e-06
0.35,0.2,6.027595431391211e-06
0.35,0.25,6.131552665891271e-06
0.35,0.3,6.149500726828815e-06
0.35,0.35,6.137236614106648e-06
