lg_nw,r_nw,t_ox,N_sd,eps_ox
16,5,1,5.0e+19,7.5
vgs,vds,ids
0.0,0.0,2.4617915910126213e-08
0.0,0.05,3.32546311970359e-08
0.0,0.1,4.014115732601366e-08
0.0,0.15,4.410284384839614e-08
0.0,0.2,4.63579281556956e-08
0.0,0.25,4.797365937492068e-08
0.0,0.3,4.946236146255851e-08
0.0,0.35,5.102906303697744e-08
0.0,0.4,5.275193496965711e-08
0.0,0.45,5.4662762451599336e-08
0.0,0.5,5.677841444972211e-08
0.0,0.55,5.9112593559039655e-08
0.0,0.6,6.168014275435073e-08
0.0,0.65,6.449863523070085e-08
0.0,0.7,6.758901809840693e-08
0.05,0.0,1.2061362033693753e-07
0.05,0.05,1.6702845986508177e-07
0.05,0.1,2.0506577748272876e-07
0.05,0.15,2.2611307633766356e-07
0.05,0.2,2.3677142605679057e-07
0.05,0.25,2.4329146662735175e-07
0.05,0.3,2.486947524010201e-07
0.05,0.35,2.541693204481149e-07
0.05,0.4,2.6014073227449877e-07
0.05,0.45,2.667524916574042e-07
0.05,0.5,2.7405315503456647e-07
0.05,0.55,2.8206529900246315e-07
0.05,0.6,2.908099665522013e-07
0.05,0.65,3.003148530823553e-07
0.05,0.7,3.1061675690164264e-07
0.1,0.0,4.093883420393003e-07
0.1,0.05,6.102559517768602e-07
0.1,0.1,7.820583192307338e-07
0.1,0.15,8.743191842271186e-07
0.1,0.2,9.15336572305756e-07
0.1,0.25,9.347535789597056e-07
0.1,0.3,9.471153333113854e-07
0.1,0.35,9.581514266747939e-07
0.1,0.4,9.698952379708637e-07
0.1,0.45,9.829978087372255e-07
0.1,0.5,9.976294110713194e-07
0.1,0.55,1.0138114146632497e-06
0.1,0.6,1.031533700162352e-06
0.1,0.65,1.0507937366335778e-06
0.1,0.7,1.0716078210505176e-06
0.15,0.0,9.155190759182725e-07
0.15,0.05,1.4885149075384923e-06
0.15,0.1,2.0103293569241123e-06
0.15,0.15,2.2913672965528916e-06
0.15,0.2,2.4084512582025987e-06
0.15,0.25,2.453780190823286e-06
0.15,0.3,2.4735860787055903e-06
0.15,0.35,2.4862890624688617e-06
0.15,0.4,2.498528164636228e-06
0.15,0.45,2.512493709382473e-06
0.15,0.5,2.5287956806974243e-06
0.15,0.55,2.5475234750006945e-06
0.15,0.6,2.5686239700217944e-06
0.15,0.65,2.592030105733643e-06
0.15,0.7,2.6177001792483465e-06
0.2,0.0,1.5150865096783575e-06
0.2,0.05,2.668236501065789e-06
0.2,0.1,3.777012923639037e-06
0.2,0.15,4.383267161074549e-06
0.2,0.2,4.632653090410842e-06
0.2,0.25,4.7221792377724655e-06
0.2,0.3,4.752405707029748e-06
0.2,0.35,4.763832316573549e-06
0.2,0.4,4.771287780669894e-06
0.2,0.45,4.779830039321604e-06
0.2,0.5,4.790995924624563e-06
0.2,0.55,4.805120966344221e-06
0.2,0.6,4.8221740743702465e-06
0.2,0.65,4.842047047343363e-06
0.2,0.7,4.864647728191807e-06
0.25,0.0,2.1068243974260607e-06
0.25,0.05,3.9696515655260115e-06
0.25,0.1,5.834365734787269e-06
0.25,0.15,6.8721285344539785e-06
0.25,0.2,7.303155489878976e-06
0.25,0.25,7.457316960581409e-06
0.25,0.3,7.506025397758198e-06
0.25,0.35,7.5190636430706765e-06
0.25,0.4,7.522317158251414e-06
0.25,0.45,7.524838597611935e-06
0.25,0.5,7.529550541410803e-06
0.25,0.55,7.537237207100507e-06
0.25,0.6,7.5479908133924685e-06
0.25,0.65,7.561720565689816e-06
0.25,0.7,7.578322264770294e-06
0.3,0.0,2.659642351747496e-06
0.3,0.05,5.288424063151817e-06
0.3,0.1,8.01658270117723e-06
0.3,0.15,9.574946797315264e-06
0.3,0.2,1.0237697078751462e-05
0.3,0.25,1.0481258338976893e-05
0.3,0.3,1.056129813213842e-05
