lg_nw,r_nw,t_ox,N_sd,eps_ox
12,3,1,2.0e+20,3.9
vgs,vds,ids
0.0,0.0,2.1531580323099773e-09
0.0,0.05,2.8390637664360307e-09
0.0,0.1,3.357784996534663e-09
0.0,0.15,3.714219419693952e-09
0.0,0.2,3.9942063218544605e-09
0.0,0.25,4.256542457658776e-09
0.0,0.3,4.530215594676947e-09
0.0,0.35,4.829143337733938e-09
0.0,0.4,5.161077392906206e-09
0.0,0.45,5.5315643368335946e-09
0.0,0.5,5.9455619121004894e-09
0.0,0.55,6.408083601242071e-09
0.0,0.6,6.9244551103682466e-09
0.0,0.65,7.500415613152848e-09
0.0,0.7,8.142154788812044e-09
0.05,0.0,1.1877211629513317e-08
0.05,0.05,1.5138724581386023e-08
0.05,0.1,1.769587105472591e-08
0.05,0.15,1.945015622474986e-08
0.05,0.2,2.0800404471848383e-08
0.05,0.25,2.2044366020121807e-08
0.05,0.3,2.333077454625223e-08
0.05,0.35,2.4729836001898463e-08
0.05,0.4,2.627933009716549e-08
0.05,0.45,2.80054887105414e-08
0.05,0.5,2.9931568628031594e-08
0.05,0.55,3.208130090325262e-08
0.05,0.6,3.448030074802016e-08
0.05,0.65,3.715666554256174e-08
0.05,0.7,4.0141234068496964e-08
0.1,0.0,5.7840921321763424e-08
0.1,0.05,7.383469211475079e-08
0.1,0.1,8.643573199827773e-08
0.1,0.15,9.454610877401258e-08
0.1,0.2,1.0017530496915439e-07
0.1,0.25,1.0493942086686853e-07
0.1,0.3,1.0963699711913982e-07
0.1,0.35,1.1461941530251918e-07
0.1,0.4,1.2004985938651322e-07
0.1,0.45,1.260213744122969e-07
0.1,0.5,1.326049121177384e-07
0.1,0.55,1.3986833119992034e-07
0.1,0.6,1.4788400969182473e-07
0.1,0.65,1.5673207916354263e-07
0.1,0.7,1.6650198046343324e-07
0.15,0.0,2.097646076668926e-07
0.15,0.05,2.7981909475161905e-07
0.15,0.1,3.349490243903484e-07
0.15,0.15,3.67028074374309e-07
0.15,0.2,3.854020685832263e-07
0.15,0.25,3.9819179930467024e-07
0.15,0.3,4.093829920679627e-07
0.15,0.35,4.206356291128594e-07
0.15,0.4,4.326233627562391e-07
0.15,0.45,4.4564356895210165e-07
0.15,0.5,4.5986170839967307e-07
0.15,0.55,4.754053124686257e-07
0.15,0.6,4.923998945392883e-07
0.15,0.65,5.109830027917702e-07
0.15,0.7,5.313102107972445e-07
0.2,0.0,5.223757190034055e-07
0.2,0.05,7.378971730551988e-07
0.2,0.1,9.147639323696784e-07
0.2,0.15,1.0119239714607887e-06
0.2,0.2,1.0584651017814163e-06
0.2,0.25,1.0830917548395583e-06
0.2,0.3,1.1000882275655252e-06
0.2,0.35,1.1152999334661565e-06
0.2,0.4,1.1309736600826336e-06
0.2,0.45,1.147976429976687e-06
0.2,0.5,1.1666763490722793e-06
0.2,0.55,1.187275765377269e-06
0.2,0.6,1.20993506852899e-06
0.2,0.65,1.2348185685761065e-06
0.2,0.7,1.262111905043018e-06
0.25,0.0,9.397218874915045e-07
0.25,0.05,1.4113369866600844e-06
0.25,0.1,1.8242128718586346e-06
0.25,0.15,2.048810826558219e-06
0.25,0.2,2.146243519761832e-06
0.25,0.25,2.1869077668247282e-06
0.25,0.3,2.2066031919906893e-06
0.25,0.35,2.2199632852802002e-06
0.25,0.4,2.2325267665820536e-06
0.25,0.45,2.2463365390674747e-06
0.25,0.5,2.2621579811468184e-06
0.25,0.55,2.2803123719399483e-06
0.25,0.6,2.3009832835914743e-06
0.25,0.65,2.324327827146403e-06
0.25,0.7,2.3505167735087982e-06
0.3,0.0,1.362515096383588e-06
0.3,0.05,2.186320484613606e-06
0.3,0.1,2.9544192997690994e-06
0.3,0.15,3.3766474826088554e-06
0.3,0.2,3.552884407562134e-06
0.3,0.25,3.617163764187564e-06
0.3,0.3,3.6389934257760833e-06
0.3,0.35,3.6468781829985015e-06
0.3,0.4,3.65157741274284e-06
0.3,0.45,3.6570120368086652e-06
0.3,0.5,3.664589993908197e-06
0.3,0.55,3.6748284634392124e-06
0.3,0.6,3.687948470182876e-06
0.3,0.65,3.7040896341802093e-06
0.3,0.7,3.7233864807503614e-06
0.35,0.0,1.744507737808168e-06
0.35,0.05,2.9933071152483372e-06
0.35,0.1,4.223316475545594e-06
0.35,0.15,4.910347745975931e-06
0.35,0.2,5.194233694876139e-06
0.35,0.25,5.2920335257434254e-06
0.35,0.3,5.318197885543446e-06
0.35,0.35,5.31986254806439e-06
0.35,0.4,5.314840985536565e-06
0.35,0.45,5.309617284581468e-06
0.35,0.5,5.306496265662801e-06
